统计时间,货币和准货币（广义货币M2）,货币和准货币（广义货币M2）同比增长,货币(狭义货币M1),货币(狭义货币M1)同比增长,流通中现金(M0),流通中现金(M0)同比增长,活期存款,活期存款同比增长,准货币,准货币同比增长,定期存款,定期存款同比增长,储蓄存款,储蓄存款同比增长,其他存款,其他存款同比增长
2008.3,423054.53,16.19,150867.47,17.97,30433.07,11.12,120434.4,20.2,272187.06,15.23,71599.33,32.42,187414.88,8.78,13172.85,33.01
2008.2,421037.84,17.39,150177.88,18.95,32454.47,5.96,117723.41,,270859.96,,67324.48,,183960.15,,19575.33,
2008.1,417818.67,18.88,154870.16,20.54,36673.15,31.21,118197.01,,262948.51,,65537.4,,174347.88,,23063.23,
2007.12,403442.21,16.7,152560.08,21.0,30375.23,12.2,122184.9,23.5,250882.1,14.3,46932.5,21.2,172534.2,6.8,31415.4,63.2
2007.11,399757.91,18.45,148009.82,21.67,28987.92,13.56,119021.9,,251748.09,,63048.95,,166561.09,,22138.05,
2007.10,394204.17,18.47,144649.33,22.21,28317.78,13.43,116331.55,,249554.84,,62206.57,,163957.58,,23390.69,
2007.9,393098.91,18.45,142591.57,22.07,29030.58,13.01,113560.99,,250507.34,,66838.74,,169038.07,,14630.53,
2007.8,387205.15,18.09,140993.31,22.77,27822.39,14.95,113170.92,,246211.84,,61615.53,,169171.45,,15424.86,
2007.7,383884.88,18.48,136237.43,20.94,27326.26,15.05,108911.17,,247647.45,,59187.91,,169567.19,,18892.35,
2007.6,377832.15,17.06,135847.41,20.92,26881.1,14.54,108966.31,22.61,241984.74,15.0,59282.15,15.84,169651.55,9.38,13051.04,59.03
2007.5,369718.15,16.74,130275.8,19.28,26727.97,13.9,103547.83,,239442.35,,57506.12,,168039.97,,13896.26,
2007.4,367326.46,17.09,127678.34,20.01,27813.89,15.14,99864.45,21.44,239648.12,15.6,58894.38,15.31,170932.69,11.3,9821.05,55.26
2007.3,364093.66,17.27,127881.31,19.81,27387.95,16.68,100493.36,20.69,236212.35,15.93,55561.7,14.64,172607.66,12.95,8042.99,48.41
2007.2,358659.25,17.78,126258.08,20.99,30627.93,25.1,95630.15,19.72,232401.17,16.11,54124.02,15.2,171042.59,13.03,7234.56,48.71
2007.1,351498.77,15.79,128484.06,19.8,27949.13,-4.64,100534.93,28.99,223014.71,13.6,52854.9,12.2,161968.62,9.43,8191.19,60.2
2006.12,345603.59,16.94,126035.13,17.48,27072.62,12.65,98962.5,18.87,219568.5,16.64,38732.1,17.13,161587.3,14.56,19249.1,36.24
2006.11,337504.16,16.8,121644.96,16.83,25527.26,13.91,96117.7,17.63,215859.2,16.79,51068.09,15.4,159716.74,15.32,5074.37,34.38
2006.10,332747.18,17.08,118359.97,16.33,24964.17,14.03,93395.8,16.96,214387.21,17.5,50311.95,14.44,158033.38,15.5,6041.88,45.06
2006.9,331865.36,16.83,116814.1,15.7,25687.38,15.33,91126.72,15.81,215051.26,17.46,53061.05,16.63,158108.89,15.99,3881.32,34.33
2006.8,327885.67,17.94,114845.67,15.57,24185.36,13.27,90660.31,16.2,213040.0,19.26,51390.01,18.8,156282.14,16.19,5367.85,51.38
2006.7,324010.76,18.4,112653.04,15.34,23752.59,12.19,88900.45,16.21,211357.72,20.1,50661.55,21.03,155131.85,16.07,5564.32,60.44
2006.6,322756.35,18.43,112342.36,13.94,23469.08,12.57,88873.28,14.31,210413.99,20.98,51647.69,23.68,154996.87,17.12,3769.43,56.25
2006.5,316709.8,19.05,109219.21,14.01,23465.31,12.75,85753.9,14.36,207490.59,21.89,51062.99,27.52,153523.4,17.57,2904.2,57.21
2006.4,313702.34,18.92,106389.11,12.48,24155.73,11.49,82233.38,12.77,207313.23,22.52,51892.84,30.61,153401.04,18.17,2019.35,52.6
2006.3,310490.65,18.76,106737.08,12.67,23472.03,10.51,83265.05,13.29,203753.57,22.22,49051.11,31.51,152819.02,18.23,1883.44,46.94
2006.2,304516.27,18.82,104357.08,12.44,24482.02,8.0,79875.06,13.88,200159.19,22.44,47016.09,33.59,151179.62,18.27,1963.48,46.66
2006.1,303571.65,19.21,107250.68,10.63,29310.37,22.05,77940.31,6.87,196320.97,24.49,46692.74,34.99,148008.43,21.07,1619.8,39.5
2005.12,298755.67,17.57,107278.76,11.78,24031.67,11.94,83247.09,11.74,191476.91,21.08,33099.99,30.41,141050.99,17.98,17325.93,31.26
2005.11,292350.39,18.3,104125.78,12.71,22409.39,10.89,81716.39,13.22,188224.61,21.68,32229.65,33.09,138504.28,17.76,17490.68,39.02
2005.10,287591.61,17.99,101751.98,12.08,21892.98,9.49,79859.0,12.95,185839.63,21.43,32145.97,32.21,136827.11,17.95,16866.55,34.87
2005.9,287438.27,17.92,100964.0,11.64,22272.92,8.52,78691.08,12.55,186474.27,21.56,33320.65,32.9,136316.32,18.06,16837.3,32.67
2005.8,281288.22,17.34,99377.7,11.5,21351.56,9.39,78026.14,12.09,181910.52,20.73,30852.96,30.81,134505.01,17.48,16552.55,33.49
2005.7,276966.28,16.3,97674.1,11.0,21171.2,9.08,76502.9,11.56,179292.18,19.17,29673.7,26.56,133656.44,16.98,15962.04,26.44
2005.6,275785.53,15.67,98601.25,11.25,20848.76,9.63,77752.49,11.7,177184.28,18.14,29395.97,24.87,132339.14,16.3,15449.17,23.08
2005.5,269240.49,14.64,95802.01,10.4,20811.59,9.26,74990.42,10.72,173438.48,16.98,28201.05,23.49,130577.44,15.96,14659.99,13.81
2005.4,266992.66,14.28,94593.72,10.5,21666.56,9.0,72927.16,10.96,172398.94,16.36,28178.12,20.94,129816.83,15.73,14403.99,13.03
2005.3,264588.94,14.22,94743.19,10.4,21238.95,10.06,73504.24,10.5,169845.75,16.36,26543.24,22.63,129259.35,15.54,14043.16,12.1
2005.2,259357.29,14.23,92814.95,11.08,22667.97,13.95,70146.98,10.18,166542.34,15.97,25296.42,20.89,127823.44,15.52,13422.48,10.61
2005.1,257708.47,14.5,97079.03,15.84,24015.41,7.75,73063.62,18.77,160629.44,13.51,24939.47,19.21,122237.34,11.91,13452.63,19.63
2004.12,253207.7,14.67,95970.82,13.58,21468.3,8.72,74502.52,15.06,157236.88,15.34,25382.15,21.21,119555.39,15.38,12299.34,5.21
2004.11,247135.58,14.23,92387.13,14.32,20209.25,9.6,72177.88,15.72,154748.45,12.49,24215.96,17.22,117617.9,15.05,12914.59,-15.95
2004.10,243740.32,13.65,90782.48,13.1,20078.25,10.01,70704.23,14.01,152957.84,12.41,24315.23,19.26,116000.99,14.42,12641.62,-15.19
2004.9,243756.88,14.14,90439.05,14.24,20524.17,12.11,69914.88,14.88,153317.83,12.54,25071.91,17.92,115458.74,14.44,12787.18,-12.46
2004.8,239729.19,13.84,89125.33,15.7,19517.94,10.85,69607.39,17.13,150603.86,11.21,23586.02,20.38,114489.63,15.35,12528.21,-28.88
2004.7,238126.97,15.49,87982.23,15.53,19409.1,11.79,68573.13,16.64,150144.74,13.98,23447.2,22.64,114253.24,15.89,12444.3,-14.71
2004.6,238427.49,16.36,88627.14,16.73,19017.58,12.15,69609.56,18.05,149800.35,14.44,23542.04,24.76,113792.47,16.5,12465.84,-17.36
2004.5,234842.4,17.71,86780.37,19.24,19048.43,11.3,67731.94,21.68,148062.03,15.3,22836.18,23.14,112610.18,16.87,12615.67,-9.81
2004.4,233627.86,19.12,85603.64,20.03,19878.4,13.97,65725.24,21.98,148024.22,17.04,23298.88,27.99,112175.44,17.84,12549.9,-7.06
2004.3,231654.6,19.11,85815.57,20.12,19297.43,12.81,66518.14,22.43,145839.03,16.95,21645.35,24.56,111872.18,18.3,12321.5,-6.39
2004.2,227050.72,19.43,83556.43,19.78,19893.44,10.91,63662.99,22.86,143494.29,17.65,20924.84,24.73,110646.38,19.2,11923.07,-6.79
2004.1,225101.93,18.14,83805.9,15.74,22287.43,4.91,61518.47,20.25,141296.03,18.02,20920.59,23.74,109232.65,20.46,11142.79,-12.18
2003.12,221222.82,19.58,84118.57,18.67,19745.99,14.28,64372.58,20.09,137104.25,20.13,20940.39,27.42,103617.65,19.22,12546.21,16.38
2003.11,216351.73,20.4,80814.93,18.9,18439.56,12.8,62375.37,,135536.8,,20658.55,,102235.44,,12642.81,
2003.10,214469.36,21.0,80267.1,19.6,18250.67,14.0,62016.43,,134202.26,,20388.73,,101381.89,,12431.64,
2003.9,213567.13,20.7,79163.88,18.5,18306.36,12.8,60857.52,,134403.25,,21261.13,,100888.6,,12253.52,
2003.8,210591.9,21.6,77032.98,18.8,17606.76,12.1,59426.22,,133558.92,,19592.84,,99255.58,,14710.5,
2003.7,206193.07,20.7,76152.77,20.0,17362.13,13.1,58790.64,,130040.3,,19118.75,,98590.9,,12330.65,
2003.6,204907.42,20.8,75923.23,20.2,16956.89,12.3,58966.34,,128984.19,,18869.84,,97674.57,,12439.78,
2003.5,199505.19,20.2,72777.84,18.8,17115.03,12.3,55662.81,,126727.35,,18544.84,,96351.67,,11830.84,
2003.4,196130.13,19.2,71321.24,18.0,17441.14,9.9,53880.1,,124808.89,,18203.26,,95194.12,,11411.51,
2003.3,194487.3,18.5,71438.82,20.1,17106.5,10.1,54332.32,,123048.48,,17377.09,,94567.84,,11103.55,
2003.2,190108.41,18.1,69756.64,18.8,17937.17,7.8,51819.47,,120351.77,,16776.52,,92824.21,,10751.04,
2003.1,190545.05,19.3,72405.66,19.5,21244.73,27.0,51160.93,,118139.39,,16906.53,,90677.63,,10555.23,
2002.12,185006.97,16.8,70881.79,16.82,17278.03,10.13,53603.76,19.15,114125.18,16.76,16433.82,21.81,86910.65,17.82,10780.71,2.77
2002.11,179736.26,16.6,67992.78,18.5,16346.39,10.6,51646.39,,111743.48,,15722.45,,85693.49,,10327.54,
2002.10,177294.15,17.0,67100.25,17.9,16014.66,10.6,51085.59,,110193.9,,15239.79,,84725.13,,10228.98,
2002.9,176985.21,16.5,66799.76,15.9,16233.58,7.8,50566.18,,110185.45,,15783.93,,84139.05,,10262.47,
2002.8,173250.92,15.5,64868.83,14.6,15712.61,9.3,49156.22,,108382.09,,14764.37,,83275.97,,10341.75,
2002.7,170851.14,14.4,63487.78,17.0,15357.66,9.1,48130.12,,107363.36,,14291.23,,82527.9,,10544.23,
2002.6,169601.24,14.7,63144.0,12.8,15097.35,8.3,48046.65,,106457.24,,14099.29,,81711.79,,10646.16,
2002.5,166023.0,14.0,61246.86,14.6,15243.07,9.6,46003.79,,104776.14,,13585.04,,80394.3,,10796.8,
2002.4,164570.56,14.1,60461.31,11.5,15864.18,8.5,44597.13,,104109.25,,13905.6,,79728.2,,10475.45,
2002.3,164064.57,14.4,59474.83,10.1,15544.63,8.2,43930.2,,104589.74,,13081.62,,78728.3,,12779.82,
2002.2,160935.59,13.0,58702.87,10.9,16641.55,11.6,42061.32,,102232.72,,12932.33,,78114.33,,11186.06,
2002.1,159639.27,13.1,60576.06,9.5,16725.89,-1.7,43850.17,,99063.21,,12846.37,,74953.71,,11263.13,
2001.12,158301.92,17.6,59871.59,12.65,15688.8,7.07,44182.79,14.78,98430.33,15.52,14180.14,25.92,73762.43,14.66,10487.76,9.07
2001.11,154088.3,17.63,56579.6,11.4,14780.0,6.5,,,,,,,,,,
2001.10,151497.25,12.9,56114.9,12.3,14484.61,6.6,41630.29,,95382.35,,13521.06,,71818.81,,10042.48,
2001.9,151822.6,16.36,56824.0,12.26,15064.6,8.42,41579.4,13.23,89604.5,12.21,13567.3,21.69,71252.6,12.66,4784.6,-12.44
2001.8,149941.76,13.6,55808.92,14.2,14370.13,7.4,41438.79,,94132.84,,12735.24,,70558.48,,10839.12,
2001.7,149228.73,13.5,53502.8,11.9,14071.62,7.0,39431.18,,95725.93,,12338.53,,69677.77,,13709.63,
2001.6,147809.67,14.3,55187.36,14.9,13943.44,7.2,41243.92,,92622.31,,12614.22,,69628.58,,10379.51,
2001.5,139015.84,12.1,52542.99,13.0,13942.28,6.6,38600.71,,86472.85,,12110.41,,68393.54,,5968.9,
2001.4,139949.85,12.8,53261.32,15.0,14622.99,6.9,38638.33,,86688.53,,12621.84,,68618.46,,5448.23,
2001.3,138744.46,13.2,53033.36,17.4,14362.12,8.5,38671.24,,85711.1,,11962.25,,68365.13,,5383.72,
2001.2,136210.17,12.0,51997.68,16.4,14910.39,6.6,37087.29,,84212.49,,11613.19,,67343.36,,5255.94,
2001.1,137543.63,13.5,54406.23,16.8,17018.98,5.8,37387.25,,83137.4,,11272.77,,66547.31,,5317.32,
2000.12,134610.26,12.3,53147.15,16.0,14652.65,8.9,38494.5,18.9,81463.11,10.0,11261.08,18.8,64332.38,7.9,5869.65,18.3
2000.11,130994.07,12.4,50787.49,17.1,13877.7,11.2,36909.79,,80206.58,,11028.47,,63492.06,,5686.05,
2000.10,129522.44,12.3,49952.84,18.2,13589.45,11.8,36363.39,,79569.6,,10994.72,,63122.34,,5452.54,
2000.9,130473.84,13.4,50616.89,20.8,13894.69,13.4,36722.2,,79856.95,,11149.15,,63243.27,,5464.53,
2000.8,127790.3,13.3,48885.38,21.9,13378.68,17.4,35506.7,,78904.92,,10674.16,,62861.11,,5369.65,
2000.7,126323.92,13.4,47803.09,22.6,13156.47,17.5,34646.62,,78520.83,,10492.17,,62841.5,,5187.16,
2000.6,126605.33,13.7,48024.4,23.7,13006.04,19.5,35018.36,,78580.93,,10547.0,,62842.38,,5191.55,
2000.5,124053.25,12.7,46490.23,22.3,13075.45,20.1,33414.78,,77563.02,,10271.92,,62195.39,,5095.71,
2000.4,124121.87,13.7,46319.03,21.7,13675.5,21.8,32643.53,,77802.84,,10202.35,,62536.12,,5064.37,
2000.3,122606.82,13.0,45158.45,18.7,13235.4,16.7,31923.05,,77448.37,,9977.86,,62492.29,,5078.22,
2000.2,121583.4,12.8,44679.2,15.3,13983.0,9.4,30696.2,,76904.2,,9597.7,,62270.3,,5036.2,
2000.1,121220.4,14.9,46570.1,19.4,16093.9,34.2,30476.0,,74650.3,,9481.6,,60241.8,,4926.9,
1999.12,119897.9,14.7,45837.3,17.7,13455.5,20.1,32381.8,16.7,74060.6,13.0,9476.8,14.2,59621.8,11.6,4962.0,29.4
1999.11,116559.0,14.02,43370.0,15.92,12483.0,16.98,,,,,,,,,,
1999.10,115390.0,14.39,42265.0,14.89,12154.0,15.74,,,,,,,,,,
1999.9,115079.0,15.32,41914.0,14.83,12255.0,16.4,32381.8,16.69,71800.8,13.35,9476.8,14.15,59621.8,11.64,2702.2,65.32
1999.8,112827.0,15.96,40095.0,14.39,11395.0,12.5,,,,,,,,,,
1999.7,111414.0,15.68,38991.0,13.49,11199.0,11.57,,,,,,,,,,
1999.6,111363.0,17.65,38822.0,14.94,10881.0,11.94,29658.7,14.19,70977.5,16.27,9281.9,16.39,59364.3,15.09,2331.3,56.43
1999.5,110061.0,17.17,38004.0,13.27,10889.0,9.06,,,,,,,,,,
1999.4,109218.0,17.87,38053.0,14.07,11225.0,10.34,,,,,,,,,,
1999.3,108438.0,17.85,38054.0,14.93,11342.0,11.18,27941.3,16.15,70350.1,19.93,9175.5,24.87,59173.5,18.47,2001.1,46.92
1999.2,107778.0,17.12,38749.0,16.03,12784.0,17.43,,,,,,,,,,
1999.1,105500.0,14.41,39011.0,9.63,11997.0,-8.48,,,,,,,,,,
1998.12,104498.5,14.8,38953.7,11.9,11204.2,10.1,27749.5,12.6,65544.9,16.7,8301.9,23.2,53407.5,15.4,3835.5,21.7
1998.11,102229.0,16.71,37414.0,13.69,10671.0,9.06,,,,,,,,,,
1998.10,100875.2,16.42,36786.7,13.46,10501.3,10.67,,,,,,,,,,
1998.9,99795.0,16.19,36501.0,13.2,10528.0,11.69,27749.5,12.58,63343.9,16.99,8301.9,23.2,53407.5,15.4,1634.5,45.17
1998.8,97299.0,14.81,35050.0,10.94,10129.07,8.6,,,,,,,,,,
1998.7,96314.0,15.4,34356.0,10.47,10037.4,9.97,,,,,,,,,,
1998.6,94658.0,14.34,33776.0,8.7,9720.44,6.56,25973.4,13.83,61045.8,18.14,7974.8,22.73,51580.7,16.86,1490.3,44.05
1998.5,93936.0,15.75,33553.0,10.83,9984.4,10.13,,,,,,,,,,
1998.4,92662.0,14.66,33360.0,11.23,10173.0,9.66,,,,,,,,,,
1998.3,92015.0,15.18,33110.0,13.94,10201.04,9.9,24055.3,9.58,58660.0,17.66,7348.1,21.33,49949.9,16.78,1362.0,32.59
1998.2,92024.0,16.49,33395.0,14.75,10886.06,8.0,,,,,,,,,,
1998.1,92211.4,17.25,35585.6,16.4,13108.4,14.06,,,,,,,,,,
1997.12,90995.3,19.6,34826.3,22.1,10177.6,15.6,24648.7,25.0,56169.0,18.1,6738.5,33.7,46279.8,20.1,3150.7,-21.6
1997.11,87590.0,18.14,32909.0,20.01,9784.58,12.4,,,,,,,,,,
1997.10,86644.0,18.44,32422.0,20.99,9489.0,12.9,,,,,,,,,,
1997.9,85892.0,23.33,32245.0,22.93,9426.0,12.09,24648.7,25.04,54144.2,20.06,6738.5,33.65,46279.8,20.14,1125.9,-26.68
1997.8,84746.0,17.2,31594.99,22.8,9327.0,15.24,,,,,,,,,,
1997.7,83460.0,20.35,31100.0,24.01,9127.0,16.87,,,,,,,,,,
1997.6,82789.0,21.51,31074.0,26.32,9122.0,18.99,22818.5,27.29,51672.2,19.58,6498.1,39.01,44139.5,19.02,1034.6,-28.79
1997.5,81151.0,21.34,30275.0,23.76,9066.0,17.65,,,,,,,,,,
1997.4,80818.0,22.97,29991.0,24.21,9277.0,17.51,,,,,,,,,,
1997.3,79889.0,23.84,29058.0,21.54,9282.0,13.62,21953.1,29.48,49854.7,21.14,6056.3,40.82,42771.2,20.63,1027.2,-26.39
1997.2,78998.0,23.86,29103.0,15.23,10080.0,8.38,,,,,,,,,,
1997.1,78648.0,34.67,30573.0,21.35,11493.0,33.64,,,,,,,,,,
1996.12,76094.9,25.3,28514.8,18.9,8802.0,11.6,19712.8,22.4,47580.1,29.4,5041.9,51.7,38520.8,29.9,4017.4,6.4
1996.11,74142.0,,27422.0,17.05,8705.0,12.57,,,,,,,,,,
1996.10,73152.2,,26798.2,17.09,8405.0,13.27,,,,,,,,,,
1996.9,69643.0,,26230.0,16.58,8409.0,14.11,19712.8,22.43,45098.2,31.62,5041.9,51.67,38520.8,29.86,1535.5,20.1
1996.8,72309.0,,25729.45,15.1,8093.35,11.76,,,,,,,,,,
1996.7,69346.0,,25078.0,22.78,7809.31,10.1,,,,,,,,,,
1996.6,68132.0,,24600.0,22.69,7666.0,9.45,17927.0,18.53,43212.2,36.1,4674.5,50.99,37084.9,34.51,1452.8,33.99
1996.5,66880.0,,24463.0,22.01,7706.0,9.37,,,,,,,,,,
1996.4,65723.0,,24145.0,20.76,7894.94,8.63,,,,,,,,,,
1996.3,64511.0,,23909.0,20.54,8169.0,12.35,16954.4,17.6,41154.1,40.61,4300.8,62.55,35457.9,38.66,1395.4,32.98
1996.2,63778.0,,25255.6,26.16,9301.0,19.78,,,,,,,,,,
1996.1,58401.0,,25195.0,20.8,8600.0,-5.92,,,,,,,,,,
1995.12,60750.5,29.5,23987.1,16.8,7885.3,8.2,16101.8,21.5,36763.4,39.3,3324.2,71.1,29662.2,37.9,3777.0,29.3
1995.11,,,23428.03,25.43,7733.0,12.61,,,,,,,,,,
1995.10,,,22886.04,25.47,7420.06,13.2,,,,,,,,,,
1995.9,,,22500.0,26.22,7369.0,14.91,16101.8,21.5,34264.9,41.09,3324.2,71.08,29662.2,37.85,1278.5,54.97
1995.8,,,22354.0,27.71,7242.0,19.03,,,,,,,,,,
1995.7,,,20425.89,20.5,7093.0,18.81,,,,,,,,,,
1995.6,,,20050.12,21.2,7004.0,21.16,15124.1,20.06,31749.8,41.02,3095.8,73.18,27569.7,38.05,1084.3,43.27
1995.5,,,20050.43,22.9,7046.0,22.99,,,,,,,,,,
1995.4,,,19994.38,25.4,7268.0,25.01,,,,,,,,,,
1995.3,,,19835.7,27.9,7271.0,24.62,14416.5,21.2,29267.3,41.96,2645.9,64.88,25572.1,39.36,1049.3,58.6
1995.2,,,20018.57,29.7,7765.0,23.15,,,,,,,,,,
1995.1,,,20856.66,32.0,9141.0,37.27,,,,,,,,,,
1994.12,46923.5,34.5,20540.7,26.2,7288.6,24.3,13252.1,27.2,26382.8,41.8,1943.1,55.7,21518.4,41.5,2921.3,36.0
1994.11,,,18678.1,24.78,6867.0,27.2,,,,,,,,,,
1994.10,,,18240.6,28.99,6555.0,27.05,,,,,,,,,,
1994.9,,,17826.48,29.6,6413.0,26.37,13252.1,27.23,24286.5,42.73,1943.1,55.71,21518.4,41.54,825.0,46.28
1994.8,,,17503.13,28.64,6084.0,23.97,,,,,,,,,,
1994.7,,,16950.95,23.28,5970.0,21.63,,,,,,,,,,
1994.6,,,16543.0,18.03,5781.0,18.86,12596.6,34.75,22514.6,41.33,1787.6,58.33,19970.2,39.42,756.8,58.39
1994.5,,,16314.43,15.17,5729.0,20.72,,,,,,,,,,
1994.4,,,15944.48,14.28,5813.99,23.58,,,,,,,,,,
1994.3,,,15508.77,15.36,5834.6,28.01,11894.9,20.91,20616.2,40.07,1604.7,45.25,18349.9,40.07,661.6,29.07
1994.2,,,15434.52,16.66,6305.19,35.91,,,,,,,,,,
1994.1,,,15800.5,19.12,6659.03,32.6,,,,,,,,,,
1993.12,34879.8,37.31,16280.4,38.78,5864.7,35.26,10415.7,40.84,18599.4,36.05,1247.9,,15203.5,,2148.0,
1993.11,,,14968.84,30.7,5398.6,35.33,,,,,,,,,,
1993.10,,,14140.88,28.16,5159.56,38.23,,,,,,,,,,
1993.9,,,13755.0,30.3,5074.82,42.58,10415.7,,17015.4,,1247.9,,15203.5,,564.0,
1993.8,,,13606.29,29.33,4907.59,44.87,,,,,,,,,,
1993.7,,,13749.96,35.37,4908.3,49.71,,,,,,,,,,
1993.6,,,14016.27,45.0,4863.56,54.11,9348.1,,15930.3,,1129.0,,14323.5,,477.8,
1993.5,,,14166.1,49.75,4745.84,52.54,,,,,,,,,,
1993.4,,,13952.1,51.74,4704.5,50.73,,,,,,,,,,
1993.3,,,13444.03,51.52,4557.93,46.22,9837.5,,14718.3,,1104.8,,13100.9,,512.6,
1993.2,,,13230.3,50.17,4639.35,41.66,,,,,,,,,,
1993.1,,,13264.4,43.69,5021.91,31.32,,,,,,,,,,
1992.12,25402.2,31.3,11731.5,35.9,4336.0,36.4,7395.2,35.6,13670.7,27.6,,,,,,
1992.11,,,11452.78,33.97,3989.1,32.86,,,,,,,,,,
1992.10,,,11034.05,33.85,3732.59,29.63,,,,,,,,,,
1992.9,,,10556.36,32.42,3559.38,30.38,,,,,,,,,,
1992.8,,,10520.73,37.17,3387.53,28.7,,,,,,,,,,
1992.7,,,10157.21,36.11,3278.63,27.02,,,,,,,,,,
1992.6,,,9666.65,32.77,3155.92,25.37,,,,,,,,,,
1992.5,,,9459.65,29.92,3111.18,25.11,,,,,,,,,,
1992.4,,,9194.51,28.33,3121.2,23.52,,,,,,,,,,
1992.3,,,8872.65,25.51,3117.18,20.56,,,,,,,,,,
1992.2,,,8810.49,23.06,3274.89,16.32,,,,,,,,,,
1992.1,,,9231.11,27.32,3824.24,34.81,,,,,,,,,,
1991.12,19349.9,26.5,8633.3,24.2,3177.8,20.2,5455.5,26.7,10716.6,28.5,,,,,,
1991.11,,,8549.05,28.17,3002.58,20.58,,,,,,,,,,
1991.10,,,8243.34,28.13,2879.34,20.82,,,,,,,,,,
1991.9,,,7972.06,25.99,2730.03,18.67,,,,,,,,,,
1991.8,,,7669.99,26.28,2632.08,20.81,,,,,,,,,,
1991.7,,,7462.47,26.04,2581.1,21.06,,,,,,,,,,
1991.6,,,7280.76,25.42,2517.25,20.09,,,,,,,,,,
1991.5,,,7280.88,25.91,2486.85,18.99,,,,,,,,,,
1991.4,,,7164.47,24.67,2526.81,18.65,,,,,,,,,,
1991.3,,,7069.07,24.99,2585.61,20.0,,,,,,,,,,
1991.2,,,7159.6,26.46,2815.36,23.09,,,,,,,,,,
1991.1,,,7250.21,20.27,2836.7,8.08,,,,,,,,,,
1990.12,15293.4,,6950.7,,2644.4,,4306.3,,8342.7,,,,,,,
1990.11,,,6669.86,18.42,2490.03,13.13,,,,,,,,,,
1990.10,,,6433.8,18.99,2383.23,12.52,,,,,,,,,,
1990.9,,,6327.76,19.38,2300.44,10.47,,,,,,,,,,
1990.8,,,6073.84,14.74,2178.77,4.73,,,,,,,,,,
1990.7,,,5920.52,12.5,2132.06,2.05,,,,,,,,,,
1990.6,,,5805.02,10.18,2096.2,0.73,,,,,,,,,,
1990.5,,,5782.38,8.62,2090.05,2.62,,,,,,,,,,
1990.4,,,5746.54,8.2,2129.69,2.95,,,,,,,,,,
1990.3,,,5655.65,7.68,2154.64,2.65,,,,,,,,,,
1990.2,,,5661.44,6.1,2287.2,1.42,,,,,,,,,,
1990.1,,,6028.46,7.51,2624.6,6.91,,,,,,,,,,
1989.12,,,5830.51,6.2,2344.02,9.84,,,,,,,,,,
1989.11,,,5632.14,6.58,2201.06,8.57,,,,,,,,,,
1989.10,,,5406.82,2.71,2118.14,10.37,,,,,,,,,,
1989.9,,,5300.36,-0.83,2082.42,12.54,,,,,,,,,,
1989.8,,,5293.77,-1.03,2080.28,19.76,,,,,,,,,,
1989.7,,,5262.66,2.54,2089.25,27.57,,,,,,,,,,
1989.6,,,5268.81,6.55,2081.09,34.87,,,,,,,,,,
1989.5,,,5323.6,10.28,2036.78,38.85,,,,,,,,,,
1989.4,,,5311.0,13.86,2068.58,42.23,,,,,,,,,,
1989.3,,,5252.51,16.46,2099.07,45.52,,,,,,,,,,
1989.2,,,5335.97,16.67,2255.21,45.31,,,,,,,,,,
1989.1,,,5607.55,21.05,2454.97,58.1,,,,,,,,,,
1988.12,,,5490.17,22.5,2134.03,46.71,,,,,,,,,,
1988.11,,,5284.43,20.21,2027.34,47.71,,,,,,,,,,
1988.10,,,5264.28,23.01,1919.06,44.98,,,,,,,,,,
1988.9,,,5344.59,28.84,1850.32,45.7,,,,,,,,,,
1988.8,,,5349.04,33.29,1736.98,44.89,,,,,,,,,,
1988.7,,,5132.35,31.34,1637.71,39.39,,,,,,,,,,
1988.6,,,4944.86,29.26,1543.09,35.91,,,,,,,,,,
1988.5,,,4827.54,27.84,1466.88,30.58,,,,,,,,,,
1988.4,,,4664.6,25.18,1454.34,28.19,,,,,,,,,,
1988.3,,,4510.07,21.04,1442.48,26.24,,,,,,,,,,
1988.2,,,4573.73,22.03,1552.02,29.36,,,,,,,,,,
1988.1,,,4632.31,17.12,1552.82,13.51,,,,,,,,,,
1987.12,,,4481.67,16.22,1454.59,19.39,,,,,,,,,,
1987.11,,,4396.18,23.67,1372.56,23.88,,,,,,,,,,
1987.10,,,4279.58,27.31,1323.7,27.64,,,,,,,,,,
1987.9,,,4148.3,28.83,1269.92,29.77,,,,,,,,,,
1987.8,,,4013.21,28.3,1198.86,28.85,,,,,,,,,,
1987.7,,,3907.69,27.82,1174.91,29.29,,,,,,,,,,
1987.6,,,3825.43,27.91,1135.38,27.79,,,,,,,,,,
1987.5,,,3776.36,29.2,1123.39,29.86,,,,,,,,,,
1987.4,,,3726.46,29.36,1134.54,28.7,,,,,,,,,,
1987.3,,,3725.98,30.55,1142.64,27.13,,,,,,,,,,
1987.2,,,3748.03,30.02,1199.81,24.95,,,,,,,,,,
1987.1,,,3955.27,31.43,1367.99,30.21,,,,,,,,,,
1986.12,,,3856.03,28.05,1218.36,23.34,,,,,,,,,,
1986.11,,,3554.65,25.24,1108.02,22.79,,,,,,,,,,
1986.10,,,3361.43,22.83,1037.06,23.58,,,,,,,,,,
1986.9,,,3219.86,18.4,978.62,18.32,,,,,,,,,,
1986.8,,,3127.9,16.31,930.46,16.36,,,,,,,,,,
1986.7,,,3057.26,14.08,908.77,15.95,,,,,,,,,,
